8.805206341582001528e+01,6.895002958479999222e+00
8.805713341582000453e+01,6.895002958479999222e+00
8.806220341582000799e+01,6.895002958479999222e+00
8.806727341582001145e+01,6.895002958479999222e+00
8.807234341582001491e+01,6.895002958479999222e+00
8.807741341582001837e+01,6.895002958479999222e+00
8.808248341582000762e+01,6.895002958479999222e+00
8.808755341582001108e+01,6.895002958479999222e+00
8.817667341582000518e+01,8.963594202870000416e+00
8.826579341581999927e+01,8.512684202870000050e+00
8.835491341581999336e+01,8.061774202869999684e+00
8.844403341582000166e+01,7.610864202869999318e+00
8.850807341582000731e+01,7.250484202870000061e+00
8.856236341582000193e+01,7.166174202870001508e+00
8.861665341581999655e+01,7.081864202870001179e+00
8.867094341582000538e+01,6.997554202870000850e+00
8.869323341581998932e+01,6.913244202870002297e+00
8.871552341581998746e+01,6.828934202870001968e+00
8.873781341581999982e+01,6.744624202870001639e+00
8.876010341581999796e+01,6.660314202870001310e+00
8.878239341581999611e+01,6.576004202870000981e+00
8.880468341582000846e+01,6.491694202870000652e+00
8.882697341581999240e+01,6.407384202870000323e+00
8.884926341582000475e+01,6.323074202869999993e+00
8.885619341582000175e+01,6.238764202869999664e+00
8.886312341581999874e+01,6.154454202870001112e+00
8.887005341582000995e+01,6.070144202870000782e+00
8.887698341582002115e+01,5.985834202870000453e+00
8.888391341581998972e+01,5.901524202870000124e+00
8.889084341582000093e+01,5.817214202869999795e+00
8.889777341582001213e+01,5.732904202869999466e+00
8.890470341581999492e+01,5.648594202869999137e+00
8.890920341582000219e+01,5.528094202869999307e+00
8.891370341582000947e+01,5.407594202869999478e+00
8.891820341581998832e+01,5.287094202869999648e+00
8.892270341581999560e+01,5.166594202869999819e+00
8.892720341582000287e+01,5.046094202869999990e+00
8.893170341581999594e+01,4.925594202869998384e+00
8.893620341582000322e+01,4.805094202869998554e+00
8.894070341582001049e+01,4.684594202870000501e+00
8.894520341581998935e+01,4.564094202869998895e+00
8.894970341581999662e+01,4.443594202869999954e+00
8.895420341582000390e+01,4.323094202870000125e+00
8.895870341581999696e+01,4.202594202870000295e+00
8.896320341582000424e+01,4.082094202870000466e+00
8.896770341582001151e+01,3.961594202870000636e+00
8.897220341581999037e+01,3.841094202870000807e+00
8.897670341581999764e+01,3.720594202870000977e+00
8.898120341581999071e+01,3.600094202870001148e+00
8.898570341581999799e+01,3.479594202869999542e+00
8.899020341582000526e+01,3.359094202870001489e+00
8.899470341581999833e+01,3.238594202869999883e+00
8.899920341581999139e+01,3.118094202870000053e+00
8.900370341581999867e+01,2.997594202870000224e+00
8.900420341582000106e+01,2.809594202869999613e+00
8.900470341582000344e+01,2.621594202870000778e+00
8.900520341582000583e+01,2.433594202870001943e+00
8.900570341582000822e+01,2.245594202869999556e+00
8.900620341581999639e+01,2.057594202870000721e+00
8.900670341581999878e+01,1.869594202870001887e+00
8.900720341582000117e+01,1.681594202869999499e+00
8.900770341582000356e+01,1.493594202870000665e+00
8.900820341582000594e+01,1.305594202870001830e+00
8.900870341582000833e+01,1.117594202869999442e+00
8.900920341581999651e+01,9.295942028700006077e-01
8.900970341581999890e+01,7.415942028700017730e-01
8.901020341582000128e+01,5.535942028699993855e-01
8.901070341582000367e+01,3.655942028700001067e-01
8.901120341582000606e+01,1.775942028700012720e-01
8.901170341582000844e+01,-1.040579713000111539e-02
8.901220341581999662e+01,-1.984057971299999501e-01
8.901270341581999901e+01,-3.864057971299987848e-01
8.901320341582000140e+01,-5.744057971300011722e-01
8.901370341582000378e+01,-7.624057971300000069e-01
8.901420341582000617e+01,-9.504057971299988417e-01
8.901470341582000856e+01,-1.138405797130001229e+00
8.901520341581999674e+01,-1.326405797130000064e+00
8.901570341581999912e+01,-1.514405797129998454e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
8.901620341582000151e+01,-1.702405797130000842e+00
