1.880000000000000000e+02,9.059999999999999432e+01,5.322999999999999687e+01,2.439999999999999858e+01,2.237000000000000099e+01,6.148714285714289929e+01,7.260857142857139479e+02,2.319999999999999840e+00,7.299999999999999822e+00,1.840000000000000080e+00,5.980000000000000426e+00,2.763182200000000033e-01,3.121196799999999882e+01,2.526857399999999920e+00,4.246159000000000106e+02,2.400884450000000072e+02,1.738670156558333986e+02,1.298417149999999936e+02,3.134076350000000133e+01,3.582124050000000182e+01,8.525792650000000306e-01,1.458339950000000044e+03,1.139492921635134962e+03,1.813561799999999948e+03,7.718170450000000073e+02,2.113979549999999819e+00,4.270086399999999949e-01
1.690000000000000000e+02,9.050000000000000000e+01,5.229999999999999716e+01,2.639999999999999858e+01,2.130000000000000071e+01,6.188000000000000256e+01,7.312999999999999545e+02,2.370000000000000107e+00,7.339999999999999858e+00,5.500000000000000444e-01,4.379999999999999893e+00,2.771269350000000187e-01,3.146196899999999985e+01,2.527411449999999782e+00,4.209533850000000257e+02,2.398098200000000020e+02,1.738670156558333986e+02,1.298441449999999975e+02,3.118375350000000168e+01,3.500524750000000296e+01,8.764489749999999635e-01,1.142179200000000037e+03,1.139492921635134962e+03,1.860659000000000106e+03,6.789409150000000182e+02,4.629731225000000006e-01,4.200796649999999910e-01
1.770000000000000000e+02,9.070000000000000284e+01,5.229999999999999716e+01,2.631428571428569896e+01,2.138571428571430033e+01,6.172285714285710156e+01,7.296142857142859839e+02,2.430000000000000160e+00,7.269999999999999574e+00,1.889999999999999902e+00,5.820000000000000284e+00,2.770128949999999812e-01,3.133999749999999906e+01,2.528864550000000211e+00,4.239410649999999805e+02,2.397426949999999977e+02,1.738670156558333986e+02,1.296369249999999909e+02,3.026388700000000043e+01,3.281140049999999775e+01,8.536773899999999804e-01,1.025874790000000075e+03,1.139492921635134962e+03,1.915386250000000018e+03,5.635862150000000383e+02,2.194693749999999943e-01,4.232674799999999737e-01
1.590000000000000000e+02,9.040000000000000568e+01,5.229999999999999716e+01,2.610000000000000142e+01,2.160000000000000142e+01,6.132999999999999829e+01,7.253999999999999773e+02,3.080000000000000071e+00,7.349999999999999645e+00,9.799999999999999822e-01,4.669999999999999929e+00,2.772221599999999953e-01,3.103344299999999834e+01,2.530589099999999814e+00,4.237228049999999939e+02,2.397324649999999906e+02,1.738670156558333986e+02,1.309427249999999958e+02,3.132182650000000024e+01,3.500155749999999699e+01,8.562329850000000020e-01,9.678523400000000265e+02,1.139492921635134962e+03,1.896603650000000016e+03,6.819708200000000033e+02,2.465470584999999826e+00,4.145615349999999810e-01
1.730000000000000000e+02,8.959999999999999432e+01,5.224285714285709759e+01,2.667142857142859924e+01,2.108571428571429962e+01,6.133285714285710100e+01,7.254285714285709901e+02,2.450000000000000178e+00,6.580000000000000071e+00,8.299999999999999600e-01,4.519999999999999574e+00,2.773100600000000249e-01,3.082689350000000061e+01,2.530938499999999980e+00,4.271320000000000050e+02,2.398356349999999964e+02,1.738670156558333986e+02,1.307586550000000045e+02,3.151053050000000155e+01,3.444442550000000125e+01,8.626405400000000112e-01,9.326085150000000112e+02,1.139492921635134962e+03,1.915158449999999903e+03,7.153467799999999670e+02,2.148529650000000069e-01,4.172121750000000184e-01
1.630000000000000000e+02,9.100000000000000000e+01,5.210000000000000142e+01,2.810000000000000142e+01,1.980000000000000071e+01,6.134000000000000341e+01,7.255000000000000000e+02,2.310000000000000053e+00,6.320000000000000284e+00,8.800000000000000044e-01,4.809999999999999609e+00,2.766072150000000174e-01,3.093540099999999882e+01,2.513127449999999818e+00,4.264380049999999756e+02,2.398739099999999951e+02,1.738670156558333986e+02,1.300322400000000016e+02,3.181041300000000049e+01,3.479041399999999840e+01,8.253755350000000490e-01,8.618165299999999434e+02,1.139492921635134962e+03,1.295764200000000073e+03,7.311525749999999562e+02,6.951747600000000027e-01,4.192965300000000006e-01
2.090000000000000000e+02,9.040000000000000568e+01,5.135714285714289673e+01,2.841428571428570038e+01,2.022857142857139934e+01,6.134000000000000341e+01,7.255000000000000000e+02,2.379999999999999893e+00,6.423333333333330231e+00,6.633333333333329973e-01,4.863333333333329733e+00,2.774078799999999956e-01,3.092860749999999825e+01,2.512431999999999999e+00,4.254798149999999737e+02,2.397866750000000025e+02,1.738670156558333986e+02,1.289459349999999915e+02,3.069294299999999964e+01,3.432764199999999732e+01,8.337326649999999839e-01,7.964513799999999719e+02,1.139492921635134962e+03,1.327636050000000068e+03,6.744374749999999494e+02,2.665233994999999800e-01,4.177770149999999738e-01
1.650000000000000000e+02,9.040000000000000568e+01,4.985714285714289673e+01,2.907142857142860137e+01,2.107142857142860137e+01,6.133714285714290071e+01,7.254428571428569512e+02,2.319999999999999840e+00,6.719999999999999751e+00,9.300000000000000488e-01,4.969999999999999751e+00,2.776584100000000221e-01,2.967044750000000164e+01,2.513428900000000077e+00,4.239120250000000283e+02,2.400529799999999909e+02,1.738670156558333986e+02,1.299748549999999909e+02,3.351127900000000182e+01,3.602717249999999893e+01,8.116439650000000228e-01,1.243926349999999957e+03,1.139492921635134962e+03,1.265680749999999989e+03,8.657672400000000152e+02,2.643931895000000143e+00,5.110906849999999890e-01
1.590000000000000000e+02,9.020000000000000284e+01,5.021428571428570109e+01,2.894285714285710043e+01,2.084285714285709901e+01,6.133428571428569853e+01,7.253857142857140161e+02,2.319999999999999840e+00,6.719999999999999751e+00,9.499999999999999556e-01,4.759999999999999787e+00,2.773358200000000107e-01,2.929094249999999988e+01,2.513171849999999985e+00,4.236727149999999824e+02,2.401477849999999989e+02,1.738670156558333986e+02,1.290479650000000049e+02,3.433133449999999698e+01,3.588001200000000068e+01,9.531360150000000031e-01,1.221263149999999996e+03,1.139492921635134962e+03,1.019199250000000006e+03,9.359836149999999861e+02,1.930294350000000048e+00,4.542166100000000206e-01
8.500000000000000000e+01,9.020000000000000284e+01,5.200000000000000000e+01,2.830000000000000071e+01,1.969999999999999929e+01,6.132000000000000028e+01,7.251000000000000227e+02,1.989999999999999991e+00,6.155000000000000249e+00,5.600000000000000533e-01,4.544999999999999929e+00,2.888388049999999763e-01,2.840604649999999864e+01,2.494412749999999956e+00,4.207583750000000009e+02,2.404256599999999935e+02,1.738670156558333986e+02,1.274695799999999934e+02,2.929398300000000077e+01,3.528426950000000062e+01,8.864784650000000488e-01,1.489937149999999974e+03,1.139492921635134962e+03,1.243377799999999979e+03,6.325330750000000535e+02,3.892338000000000048e-02,4.147555549999999980e-01
1.170000000000000000e+02,9.020000000000000284e+01,5.300000000000000000e+01,2.812222222222219870e+01,1.887777777777780130e+01,6.125555555555560261e+01,7.235222222222220125e+02,2.009999999999999787e+00,5.378999999999999559e+00,6.199999999999999956e-01,4.030000000000000249e+00,2.889573300000000122e-01,2.830757350000000017e+01,2.495093799999999806e+00,4.208079200000000242e+02,2.404544449999999927e+02,1.738670156558333986e+02,1.278681550000000016e+02,3.192272600000000082e+01,3.559928699999999679e+01,7.865550850000000427e-01,2.305763199999999870e+03,1.139492921635134962e+03,1.178519649999999956e+03,7.711941100000000233e+02,6.217888599999999988e-01,4.153650899999999924e-01
8.300000000000000000e+01,8.679999999999999716e+01,5.650000000000000000e+01,2.750000000000000000e+01,1.600000000000000000e+01,6.103000000000000114e+01,7.180000000000000000e+02,2.060000000000000053e+00,6.320000000000000284e+00,9.699999999999999734e-01,5.650000000000000355e+00,2.890006849999999794e-01,2.763247000000000142e+01,2.490948149999999917e+00,4.234645899999999870e+02,2.395973749999999995e+02,1.738670156558333986e+02,1.288890049999999974e+02,3.422067049999999711e+01,3.476335600000000170e+01,7.599351100000000248e-01,3.068707849999999780e+03,1.139492921635134962e+03,1.442315040191163916e+03,1.048444310000000087e+03,4.013100849999999831e-01,4.166696200000000183e-01
